# Site-path triage. One line per reviewed occurrence.
# class: EXECUTABLE (must be converted to the path registry) | EVIDENCE (citation, keep)
# Keyed by content hash — editing the line forces re-review.
#file	class	hash	excerpt
plugins/bio-skills/skills/analysis-gotchas/references/clair3.md	EVIDENCE	e1eb641dccd275d51eb03782ec68018b	- **`/opt/models` is empty in `/data1/greenbab/software/images/clairs_latest.sif`**. Confirmed 2026-05-05 on v0.4.5 SIF 
plugins/bio-skills/skills/scatter-gather/evals/evals.json	EVIDENCE	c11f297ed80c9db2bbd520cf2897ff85	      "prompt": "I have a single-sample human WGS BAM (~30x coverage, hg38, sorted+indexed) at data/processed/hg38/patie
plugins/bio-skills/skills/docker-hpc/docs/dockerfile_principles.md	EVIDENCE	ba0e2e560781db90106668de411b5208	writing outputs to `/data1/` or similar NFS mounts.
plugins/bio-skills/skills/runtime-resource-study/references/templates_guide.md	EVIDENCE	cfd59e2f689f977fbf9e664365007645	| `{{TOOL_BIN}}` | Path or alias to the binary | `/home/ahunos/miniforge3/envs/snakemake/bin/samtools` |
plugins/bio-skills/skills/runtime-resource-study/references/templates_guide.md	EVIDENCE	d59c89330dd56664df37bb9c00e4d77d	| `{{INPUT_BAM}}` / `{{INPUT}}` | Calibration input path | `/data1/.../subset_chr17.bam` |
plugins/bio-skills/skills/runtime-resource-study/references/templates_guide.md	EVIDENCE	fb0a8f97efd4648ec82efe6091f1aeb4	| `{{PROJECT_ROOT}}` | Top of the project tree | `/data1/greenbab/users/ahunos/projects/biotoolsBenchmarks/<tool>/<comma
plugins/bio-skills/skills/runtime-resource-study/references/templates_guide.md	EVIDENCE	637f78bf4e5b242988e64dbd8017f735	    "tmp":         ["/tmp", "/data1/.../weka_tmp"],
plugins/bio-skills/skills/runtime-resource-study/references/exemplar_walkthrough.md	EVIDENCE	6b3113082c96c82cde8f5351898ed263	Path: `/data1/greenbab/users/ahunos/projects/biotoolsBenchmarks/samtools/sort/`
plugins/bio-skills/skills/runtime-resource-study/scripts/submit_grid.py.template	EXECUTABLE	b2eda28c0bc38c43aaff7d3361299295	ACCOUNT      = "greenbab"
plugins/bio-skills/skills/runtime-resource-study/SKILL.md	EVIDENCE	de3aed4c21d01861cde7b3cae07f6460	   `/data1/greenbab/users/ahunos/projects/biotoolsBenchmarks/samtools/sort/` is a complete
plugins/bio-skills/skills/nfcore-module/evals/evals.json	EVIDENCE	83a712668bafd826cb045d99e6c9d86d	      "prompt": "I want to add samtools/sort to nf-core modules. It sorts BAM files by coordinate. It's on bioconda as s
plugins/bio-skills/skills/nfcore-module/evals/evals.json	EVIDENCE	a5b784ae783d374ae6f4e099707cf2d4	      "prompt": "I want to add a new module for dorado/summary — it runs `dorado summary` on a BAM file to produce a TSV
plugins/bio-skills/skills/nfcore-module/evals/evals.json	EVIDENCE	9a2e80ed387c49cefa98a905f8699998	      "prompt": "/nfcore-module I want to wrap an R script that takes modkit pileup bedMethyl output (multiple files) an
plugins/bio-skills/skills/nfcore-module/evals/evals.json	EVIDENCE	dce5763ab2f44c7fff74cce238991449	      "prompt": "/nfcore-module I want to add a new module for dorado/summary — it runs `dorado summary` on a BAM file t
plugins/bio-skills/skills/nfcore-module/evals/evals.json	EVIDENCE	e1d312176da2980eb09ac85eb5bfbc62	      "prompt": "/nfcore-module I want to add dorado/trim to nf-core. It trims adapter and barcode sequences from a dora
plugins/bio-skills/skills/nfcore-module/evals/evals.json	EVIDENCE	528e5f4e35cce0d86f0cd5e1033b832b	      "prompt": "/nfcore-module I want to add dorado/correct to nf-core. It performs error correction on ONT reads using
plugins/bio-skills/skills/chimeric-read-validation/evals/evals.json	EVIDENCE	555fb8310d5dc982abc086be51420b88	      "prompt": "I have the ATLL HTLV-1 cohort run from May 2026 — 9 candidate viral integrations, all of which the refe
plugins/bio-skills/skills/chimeric-read-validation/references/DESIGN_notes.md	EVIDENCE	35a36afe26c92ba9cdba1fe41e2f2d56	`/data1/greenbab/projects/ont/Project_17424/results/20260503_hg38plusHTLV1EBV_cohort_chimeric_read_evidence/`
plugins/bio-skills/skills/chimeric-read-validation/references/DESIGN_notes.md	EVIDENCE	35a36afe26c92ba9cdba1fe41e2f2d56	`/data1/greenbab/projects/ont/Project_17424/results/20260503_hg38plusHTLV1EBV_cohort_chimeric_read_evidence/`
plugins/bio-skills/skills/chimeric-read-validation/examples/htlv1_cohort_validation.sh	EVIDENCE	ff6c40ac17352cd14ed86dc7e9951988	# Reproduces /data1/greenbab/projects/ont/Project_17424/results/
plugins/bio-skills/skills/chimeric-read-validation/examples/htlv1_cohort_validation.sh	EXECUTABLE	c190088e4ca40055f837cb0029078db4	PROJECT_ROOT="/data1/greenbab/projects/ont/Project_17424"
plugins/bio-skills/skills/chimeric-read-validation/examples/htlv1_cohort_validation.sh	EXECUTABLE	c5219063b9c0a156216053f3c0a7d034	RMSK_BED="/data1/greenbab/database/RepeatMaskerDB/repeatmasker_dot_org/hg38/RepLibrary20140131/rmsk_all_repeats_hg38.bed
plugins/bio-skills/skills/chimeric-read-validation/scripts/extract_chimeric_reads.py	EVIDENCE	26922689b60ff7589aada44962e42c34	    /data1/greenbab/projects/ont/Project_17424/results/20260503_hg38plusHTLV1EBV_cohort_chimeric_read_evidence/
plugins/bio-skills/skills/chimeric-read-validation/SKILL.md	EVIDENCE	4169fd09db9d3281bbd7ac881b92f330	- Reference implementation that demonstrated the patterns: `/data1/greenbab/projects/ont/Project_17424/results/20260503_
plugins/hpc-site/skills/mskcc-hpc/references/mskcc_partitions.md	EVIDENCE	bb0460324a62454e6a67380310e165f2	scontrol show partition cpu | tr ' ' '\n' | grep DenyAccounts | grep -c greenbab
plugins/bio-skills/scripts/test_init_project.py	EVIDENCE	53a87b417c9711b78981b4f28806c149	check("keeps cluster facts out of the pipeline", "componc" not in body and "greenbab" not in body)
